(0.01,0.99,0.7272727272727273)
(0.02,0.98,0.7391304347826086)
(0.03,0.97,0.6666666666666666)
(0.04,0.96,0.8085106382978723)
(0.05,0.95,0.6222222222222222)
(0.06,0.94,0.7258064516129032)
(0.07,0.9299999999999999,0.7741935483870968)
(0.08,0.92,0.711864406779661)
(0.09,0.91,0.7948717948717948)
(0.1,0.9,0.7431192660550459)
(0.11,0.89,0.7363636363636363)
(0.12,0.88,0.7572815533980582)
(0.13,0.87,0.7549019607843137)
(0.14,0.86,0.7080745341614907)
(0.15,0.85,0.7843137254901961)
(0.16,0.84,0.7517241379310344)
(0.17,0.83,0.6942675159235668)
(0.18,0.8200000000000001,0.7969543147208121)
(0.19,0.81,0.7401129943502824)
(0.2,0.8,0.7049180327868853)
(0.21,0.79,0.7272727272727273)
(0.22,0.78,0.7366071428571429)
(0.23,0.77,0.7606837606837606)
(0.24,0.76,0.7407407407407407)
(0.25,0.75,0.7072072072072072)
(0.26,0.74,0.7309236947791165)
(0.27,0.73,0.7297297297297297)
(0.28,0.72,0.7434944237918215)
(0.29,0.71,0.7137546468401487)
(0.3,0.7,0.7158671586715867)
(0.31,0.69,0.7198581560283688)
(0.32,0.6799999999999999,0.7236024844720497)
(0.33,0.6699999999999999,0.7748344370860927)
(0.34,0.6599999999999999,0.722397476340694)
(0.35000000000000003,0.6499999999999999,0.729483282674772)
(0.36,0.64,0.739247311827957)
(0.37,0.63,0.6815476190476191)
(0.38,0.62,0.6892950391644909)
(0.39,0.61,0.717948717948718)
(0.4,0.6,0.7419354838709677)
(0.41000000000000003,0.59,0.7336956521739131)
(0.42,0.5800000000000001,0.7109004739336493)
(0.43,0.5700000000000001,0.7097560975609756)
(0.44,0.56,0.7040358744394619)
(0.45,0.55,0.7065462753950339)
(0.46,0.54,0.7303370786516854)
(0.47000000000000003,0.53,0.7111597374179431)
(0.48,0.52,0.6846652267818575)
(0.49,0.51,0.7195121951219512)
(0.5,0.5,0.7233606557377049)
(0.51,0.49,0.7254509018036072)
(0.52,0.48,0.7242798353909465)
(0.53,0.47,0.7345309381237525)
(0.54,0.45999999999999996,0.7092337917485265)
(0.55,0.44999999999999996,0.6911764705882353)
(0.56,0.43999999999999995,0.7341772151898734)
(0.5700000000000001,0.42999999999999994,0.7308411214953271)
(0.58,0.42000000000000004,0.7039106145251397)
(0.59,0.41000000000000003,0.7035714285714286)
(0.6,0.4,0.7237076648841355)
(0.61,0.39,0.718213058419244)
(0.62,0.38,0.696763202725724)
(0.63,0.37,0.6909385113268608)
(0.64,0.36,0.7008)
(0.65,0.35,0.7214170692431562)
(0.66,0.33999999999999997,0.7140600315955766)
(0.67,0.32999999999999996,0.7044728434504792)
(0.68,0.31999999999999995,0.6635367762128326)
(0.6900000000000001,0.30999999999999994,0.7226386806596702)
(0.7000000000000001,0.29999999999999993,0.6927621861152142)
(0.71,0.29000000000000004,0.7043090638930164)
(0.72,0.28,0.6927453769559033)
(0.73,0.27,0.7159253945480631)
(0.74,0.26,0.715076071922545)
(0.75,0.25,0.6994459833795014)
(0.76,0.24,0.6882758620689655)
(0.77,0.22999999999999998,0.7183673469387755)
(0.78,0.21999999999999997,0.7142857142857143)
(0.79,0.20999999999999996,0.6979166666666666)
(0.8,0.19999999999999996,0.7181818181818181)
(0.81,0.18999999999999995,0.7065491183879093)
(0.8200000000000001,0.17999999999999994,0.6662371134020618)
(0.8300000000000001,0.16999999999999993,0.7026022304832714)
(0.84,0.16000000000000003,0.6798029556650246)
(0.85,0.15000000000000002,0.70875)
(0.86,0.14,0.676829268292683)
(0.87,0.13,0.6873508353221957)
(0.88,0.12,0.6895734597156398)
(0.89,0.10999999999999999,0.6876456876456877)
(0.9,0.09999999999999998,0.6674445740956826)
(0.91,0.08999999999999997,0.6906392694063926)
(0.92,0.07999999999999996,0.6939704209328783)
(0.93,0.06999999999999995,0.7064116985376828)
(0.9400000000000001,0.05999999999999994,0.681367144432194)
(0.9500000000000001,0.04999999999999993,0.6443701226309922)
(0.96,0.040000000000000036,0.6485310119695321)
(0.97,0.030000000000000027,0.6356756756756756)
(0.98,0.020000000000000018,0.6432374866879659)
(0.99,0.010000000000000009,0.5781741867785939)
